KeyName,LnkName,KeyLastWriteTimestamp
ms-gamingoverlay|38f30d4461d37187,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1816891279&ProcessId=13444&WindowId=19401048.lnk,2021-09-13 10:09:13
ms-gamingoverlay|39e51ee62b785dae,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1816891279&ProcessId=15716&WindowId=1444130.lnk,2021-09-13 10:09:13
ms-gamingoverlay|3ddbfc4843e1ffb2,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=12432&WindowId=657822.lnk,2021-09-13 10:09:13
ms-gamingoverlay|43e4db61b3c15ee9,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=4064&WindowId=658114.lnk,2021-09-13 10:09:13
ms-gamingoverlay|48ac9f89c018adf0,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=11000&WindowId=918984.lnk,2021-09-13 10:09:13
ms-gamingoverlay|4d09843a0a9d26fc,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1816891279&ProcessId=15716&WindowId=2034932.lnk,2021-09-13 10:09:13
ms-gamingoverlay|50ec4f00be215df8,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=19328&WindowId=526050.lnk,2021-09-13 10:09:13
ms-gamingoverlay|56e65948a3b5aa66,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1816891279&ProcessId=11744&WindowId=263606.lnk,2021-09-13 10:09:13
ms-gamingoverlay|571138bebd1de52a,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1816891279&ProcessId=3496&WindowId=197158.lnk,2021-09-13 10:09:13
ms-gamingoverlay|5863346798fa2fe3,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=15992&WindowId=197474.lnk,2021-09-13 10:09:13
ms-gamingoverlay|5ba76aa9ba3624e,c:\users\klim\Desktop\Forensic\Recent\ms-gamingoverlay--startuptips-TitleId=1879366078&ProcessId=22404&WindowId=528298.lnk,2021-09-13 10:09:13
